direccion	tamano	nombre_ghidra	decompila_limpio	estado	nota
800417ec	340	FUN_800417ec	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800417ec.c:15: request for member `unk14' in something not a structure or union
80028a2c	344	FUN_80028a2c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80028a2c.c:2: parse error before `?'
80043798	344	FUN_80043798	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80043798.c:4: parse error before `?'
80042b34	348	FUN_80042b34	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80042b34.c:3: parse error before `?'
800347b4	352	FUN_800347b4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800347b4.c:3: parse error before `?'
8006084c	352	FUN_8006084c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8006084c.c:2: parse error before `?'
80029e5c	356	FUN_80029e5c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80029e5c.c:2: parse error before `?'
8002787c	360	FUN_8002787c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002787c.c:2: parse error before `?'
80058e0c	360	FUN_80058e0c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80058e0c.c:2: parse error before `?'
8001303c	364	FUN_8001303c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001303c.c:2: parse error before `?'
8003341c	364	FUN_8003341c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003341c.c:2: parse error before `?'
800439d0	372	FUN_800439d0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800439d0.c:3: parse error before `?'
8004b4b0	372	FUN_8004b4b0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004b4b0.c:4: parse error before `?'
80045984	376	FUN_80045984	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80045984.c:3: parse error before `?'
80044c6c	380	FUN_80044c6c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80044c6c.c:22: `saved_reg_gp' undeclared (first use this function)
80010b5c	392	FUN_80010b5c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80010b5c.c:2: parse error before `?'
8004e158	392	FUN_8004e158	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004e158.c:3: parse error before `?'
80012ad0	400	FUN_80012ad0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80012ad0.c:3: parse error before `?'
80013a44	400	FUN_80013a44	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80013a44.c:3: parse error before `?'
8002cbbc	412	FUN_8002cbbc	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002cbbc.c:5: parse error before `?'
800597c4	412	FUN_800597c4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800597c4.c:4: parse error before `?'
8003501c	420	FUN_8003501c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003501c.c:2: parse error before `?'
80014b10	428	FUN_80014b10	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80014b10.c:2: parse error before `?'
80049670	432	FUN_80049670	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80049670.c:3: parse error before `?'
80043498	440	FUN_80043498	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80043498.c:10: parse error before `?'
800159e0	444	FUN_800159e0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800159e0.c:7: parse error before `?'
800461ec	444	FUN_800461ec	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800461ec.c:20: `saved_reg_gp' undeclared (first use this function)
8005af38	448	FUN_8005af38	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005af38.c:3: parse error before `?'
80029214	460	FUN_80029214	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80029214.c:8: too few arguments to function `FUN_800284e0'
8002992c	460	FUN_8002992c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002992c.c:2: parse error before `?'
8004b05c	464	FUN_8004b05c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004b05c.c:3: parse error before `?'
80056794	476	FUN_80056794	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80056794.c:6: parse error before `?'
80058c2c	480	FUN_80058c2c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80058c2c.c:3: parse error before `?'
8004948c	484	FUN_8004948c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004948c.c:2: parse error before `?'
8004aa14	484	FUN_8004aa14	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004aa14.c:24: `saved_reg_gp' undeclared (first use this function)
800595dc	488	FUN_800595dc	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800595dc.c:6: parse error before `?'
80010000	504	FUN_80010000	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80010000.c:2: parse error before `?'
8004ef4c	508	FUN_8004ef4c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004ef4c.c:3: parse error before `?'
80028dcc	512	FUN_80028dcc	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80028dcc.c:2: parse error before `?'
80044514	524	FUN_80044514	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80044514.c:2: parse error before `?'
8004fd60	528	FUN_8004fd60	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004fd60.c:15: request for member `unk44' in something not a structure or union
80030214	532	FUN_80030214	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80030214.c:2: parse error before `?'
80012e24	536	FUN_80012e24	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80012e24.c:2: parse error before `?'
8004a6d4	544	FUN_8004a6d4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004a6d4.c:2: parse error before `?'
8003047c	548	FUN_8003047c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003047c.c:3: parse error before `?'
80033658	552	FUN_80033658	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80033658.c:4: parse error before `?'
800428e8	572	FUN_800428e8	si	NO_COMPILA	m2c no genero borrador: 
80048f88	576	FUN_80048f88	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80048f88.c:16: request for member `unk0' in something not a structure or union
800133e4	580	FUN_800133e4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800133e4.c:2: parse error before `?'
80029af8	580	FUN_80029af8	si	NO_COMPILA	m2c no genero borrador: 
8003c348	588	FUN_8003c348	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003c348.c:24: `saved_reg_gp' undeclared (first use this function)
80025ce0	604	FUN_80025ce0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80025ce0.c:2: parse error before `?'
8004d31c	608	FUN_8004d31c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004d31c.c:2: parse error before `?'
8004ebbc	608	FUN_8004ebbc	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004ebbc.c:3: parse error before `?'
800279e4	624	FUN_800279e4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800279e4.c:2: parse error before `?'
8004c318	624	FUN_8004c318	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004c318.c:20: request for member `unk4' in something not a structure or union
80059fc4	624	FUN_80059fc4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80059fc4.c:4: parse error before `?'
8004ff70	632	FUN_8004ff70	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004ff70.c:3: parse error before `?'
8005808c	640	FUN_8005808c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005808c.c:3: parse error before `?'
8005acb8	640	FUN_8005acb8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005acb8.c:2: parse error before `?'
8005b1b4	640	FUN_8005b1b4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005b1b4.c:2: parse error before `?'
8002969c	656	FUN_8002969c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002969c.c:2: parse error before `?'
80041f78	660	FUN_80041f78	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80041f78.c:29: `saved_reg_gp' undeclared (first use this function)
8004d06c	688	FUN_8004d06c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004d06c.c:2: parse error before `?'
8005830c	712	FUN_8005830c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005830c.c:3: parse error before `?'
80013ca4	740	FUN_80013ca4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80013ca4.c:37: `saved_reg_gp' undeclared (first use this function)
80014d2c	740	FUN_80014d2c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80014d2c.c:2: parse error before `?'
80018fb8	788	FUN_80018fb8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80018fb8.c:2: parse error before `?'
80043168	792	FUN_80043168	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80043168.c:4: parse error before `?'
800169c0	804	FUN_800169c0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800169c0.c:4: parse error before `?'
8003d8fc	804	FUN_8003d8fc	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003d8fc.c:2: parse error before `?'
8002e0d0	808	FUN_8002e0d0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002e0d0.c:2: parse error before `?'
8004f93c	820	FUN_8004f93c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004f93c.c:4: parse error before `?'
80023f84	848	FUN_80023f84	si	NO_COMPILA	m2c no genero borrador: 
80027510	876	FUN_80027510	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80027510.c:48: `saved_reg_gp' undeclared (first use this function)
800285ec	876	FUN_800285ec	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800285ec.c:4: parse error before `?'
800392ec	908	FUN_800392ec	si	NO_COMPILA	m2c no genero borrador: 
800440c8	980	FUN_800440c8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800440c8.c:6: parse error before `?'
8005e030	1004	FUN_8005e030	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005e030.c:2: parse error before `?'
80042c90	1012	FUN_80042c90	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80042c90.c:2: parse error before `:'
800585d4	1036	FUN_800585d4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800585d4.c:3: parse error before `?'
80018440	1052	FUN_80018440	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80018440.c:3: parse error before `?'
8001ee48	1052	FUN_8001ee48	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001ee48.c:38: request for member `unk0' in something not a structure or union
800314c4	1056	FUN_800314c4	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800314c4.c:2: parse error before `?'
80015b9c	1068	FUN_80015b9c	si	NO_COMPILA	m2c no genero borrador: 
80031a34	1128	FUN_80031a34	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80031a34.c:4: parse error before `?'
8001889c	1152	FUN_8001889c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001889c.c:3: parse error before `?'
8004bb68	1272	FUN_8004bb68	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004bb68.c:2: parse error before `?'
80060330	1308	FUN_80060330	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80060330.c:3: parse error before `?'
80029fe0	1328	FUN_80029fe0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80029fe0.c:2: parse error before `?'
80027f8c	1364	FUN_80027f8c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80027f8c.c:37: request for member `unk0' in something not a structure or union
80057b30	1372	FUN_80057b30	si	NO_COMPILA	m2c no genero borrador: 
8005e8b0	1388	FUN_8005e8b0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8005e8b0.c:9: parse error before `?'
8003cdb0	1400	FUN_8003cdb0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003cdb0.c:55: request for member `unkC' in something not a structure or union
8003d328	1492	FUN_8003d328	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003d328.c:2: parse error before `?'
80041940	1592	FUN_80041940	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80041940.c:8: parse error before `?'
8004a098	1596	FUN_8004a098	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004a098.c:3: parse error before `?'
8002074c	1616	FUN_8002074c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002074c.c:62: request for member `unk10' in something not a structure or union
80025550	1628	FUN_80025550	si	NO_COMPILA	m2c no genero borrador: 
8003c720	1680	FUN_8003c720	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003c720.c:4: parse error before `?'
8004220c	1756	FUN_8004220c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8004220c.c:2: parse error before `?'
80023748	1784	FUN_80023748	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80023748.c:5: parse error before `?'
8002a510	1876	FUN_8002a510	si	NO_COMPILA	m2c no genero borrador: 
8002d63c	1976	FUN_8002d63c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002d63c.c:2: parse error before `?'
80049820	2036	FUN_80049820	si	NO_COMPILA	m2c no genero borrador: 
8001e630	2072	FUN_8001e630	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001e630.c:2: parse error before `?'
8002cd58	2176	FUN_8002cd58	si	NO_COMPILA	m2c no genero borrador: 
8001dd40	2288	FUN_8001dd40	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001dd40.c:2: parse error before `?'
800101f8	2300	FUN_800101f8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800101f8.c:8: parse error before `?'
80014028	2308	FUN_80014028	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80014028.c:3: parse error before `?'
8001600c	2484	FUN_8001600c	si	NO_COMPILA	m2c no genero borrador: 
80044de8	2508	FUN_80044de8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80044de8.c:2: parse error before `?'
8002e3f8	2668	FUN_8002e3f8	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002e3f8.c:2: parse error before `?'
800306a0	3192	FUN_800306a0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800306a0.c:4: parse error before `?'
80033994	3264	FUN_80033994	si	NO_COMPILA	m2c no genero borrador: 
800480c8	3640	FUN_800480c8	si	NO_COMPILA	m2c no genero borrador: 
8002f178	4004	FUN_8002f178	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002f178.c:3: parse error before `?'
800242d4	4396	FUN_800242d4	si	NO_COMPILA	m2c no genero borrador: 
80039678	4468	FUN_80039678	si	NO_COMPILA	m2c no genero borrador: 
80032108	4688	FUN_80032108	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80032108.c:14: parse error before `?'
8001f264	5352	FUN_8001f264	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8001f264.c:8: parse error before `?'
80016e70	5584	FUN_80016e70	si	NO_COMPILA	m2c no genero borrador: 
80025f3c	5588	FUN_80025f3c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80025f3c.c:2: parse error before `?'
800466e0	6564	FUN_800466e0	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_800466e0.c:3: parse error before `?'
8002ac64	7252	FUN_8002ac64	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8002ac64.c:3: parse error before `?'
80020d9c	10604	FUN_80020d9c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80020d9c.c:5: parse error before `?'
8003dc8c	14316	FUN_8003dc8c	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_8003dc8c.c:2: parse error before `?'
80019450	18496	FUN_80019450	si	NO_COMPILA	NO_COMPILA (cc1): src/croc2exe/FUN_80019450.c:3: parse error before `?'
